Token	Class
φθείρω	Verb
Αβρααμ	Noun-M
ἐπανέρχομαι	Verb
ἐξετάζω	Verb
ἀγανακτέω	Verb
φοβερός	Adjective
Ἰούδας	Noun-M
Ἥρα	Noun-F
σίδηρος	Noun-N
ἐντολή	Noun-F
ἀσφάλεια	Noun-F
τάχος	Noun-N
Σάμος	Noun-F
ἡνίκα	Adverb
ἀπολαμβάνω	Verb
ἐμπίμπλημι	Verb
σφέτερος	Adjective
τρίγωνος	Adjective
Ποσειδῶν	Noun-M
πλήρης	Adjective
αἰτιάομαι	Verb
ἰσχύω	Verb
προτίθημι	Verb
λεπτός	Adjective
δόγμα	Noun-N
φειδώ	Verb
διάκειμαι	Verb
ἐφίημι	Verb
ῥητός	Adjective
παρατίθημι	Verb
γῆρας	Noun-N
προσλαμβάνω	Verb
βαθύς	Adjective
κῆρυξ	Noun-M
δέος	Noun-N
παράδειγμα	Noun-N
προίημι	Verb
συλλέγω	Verb
συνήθης	Adjective
ἀνδρεία	Noun-F
ὀργίζω	Verb
ἐλέφας	Noun-M
κοινωνέω	Verb
ἀκοή	Noun-F
χαλκός	Noun-M
σύμμετρος	Adjective
Ἀντίπατρος	Noun-M
συνθήκη	Noun-F
ἐπείγω	Verb
τιμωρέω	Verb
ψυχρός	Adjective
ὡσαύτως	Adverb
εὐχή	Noun-F
εἴσειμι	Verb
ὑπολείπω	Verb
πλανάω	Verb
μηκέτι	Adverb
πω	Particle
πέρας	Noun-N
ἐπιεικής	Adjective
μειράκιον	Noun-N
καταπλήσσω	Verb
ὦμος	Noun-M
Δελφοί	Noun-M
φάλαγξ	Noun-F
ὀκτώ	Adjective
προσδέχομαι	Verb
φύλαξ	Noun-M
δῖος	Adjective
ἀσπάζομαι	Verb
ἠώς	Noun-F
διδάσκαλος	Noun-M
ἀντιλέγω	Verb
γνώριμος	Adjective
ἀμελέω	Verb
σωφροσύνη	Noun-F
στόλος	Noun-M
ἵημι	Verb
σκότος	Noun-N
εὐδαιμονία	Noun-F
προαιρέω	Verb
αὖτε	Adverb
ἰδέα	Noun-F
παραχρῆμα	Adverb
πένης	Noun-M
κατασκευή	Noun-F
καθοράω	Verb
πώποτε	Adverb
μόλις	Adverb
φυτόν	Noun-N
Ἰουδαία	Noun-F
προίστημι	Verb
καταβάλλω	Verb
ἄκρα	Noun-F
πρόκειμαι	Verb
Γ	Noun-M
προσερῶ	Verb
φροντίζω	Verb
ἀσεβής	Adjective
θυσιαστήριον	Noun-N
ἑξήκοντα	Adjective
ἐξαποστέλλω	Verb
ἐξαπατάω	Verb
πολιτεύω	Verb
πέλω	Verb
πόντος	Noun-M
κοιμάω	Verb
σπονδή	Noun-F
ἅλς	Noun-M
ἕβδομος	Adjective
πυκνός	Adjective
γελάω	Verb
φορέω	Verb
λίαν	Adverb
καταφεύγω	Verb
μεθίστημι	Verb
ἐπαγγέλλω	Verb
φθόνος	Noun-M
μεταπέμπω	Verb
τόξον	Noun-N
νοσέω	Verb
δοξάζω	Verb
διασῴζω	Verb
εὐσέβεια	Noun-F
εὐφραίνω	Verb
ἀναλίσκω	Verb
τεκμήριον	Noun-N
γλυκύς	Adjective
νύμφη	Noun-F
ἐνθυμέομαι	Verb
ἐπιτελέω	Verb
ἑσπέρα	Noun-F
κτίζω	Verb
ἔξειμι	Verb
κρέας	Noun-N
ἀναστρέφω	Verb
γόνυ	Noun-N
ἥρως	Noun-M
νομοθέτης	Noun-M
ἐκδίδωμι	Verb
ταραχή	Noun-F
καταστρέφω	Verb
ὑφίστημι	Verb
διαπράσσω	Verb
παραινέω	Verb
γονεύς	Noun-M
πολεμικός	Adjective
Ἀγαμέμνων	Noun-M
εἰκάζω	Verb
ἀνατολή	Noun-F
ὄργανον	Noun-N
αὐλή	Noun-F
μεταλαμβάνω	Verb
κτῆμα	Noun-N
Σπάρτη	Noun-F
ἔνθεν	Adverb
ἤτοι	Particle
Μενέλαος	Noun-M
ἀναγράφω	Verb
καταλέγω	Verb
μουσικός	Adjective
θέρος	Noun-N
χορός	Noun-M
κοινωνία	Noun-F
στρατηγέω	Verb
ὠφέλεια	Noun-F
φθέγγομαι	Verb
λόφος	Noun-M
ταπεινός	Adjective
διοικέω	Verb
Ἄρτεμις	Noun-F
αὐτόθι	Adverb
προθυμία	Noun-F
διαμένω	Verb
ἐκπλήσσω	Verb
Βοιωτός	Noun-M
ἀρέσκω	Verb
ἀπολογέομαι	Verb
σπουδαῖος	Adjective
ἐπιγράφω	Verb
Ἄργος	Noun-N
διαβολή	Noun-F
πη	Particle
Ξέρξης	Noun-M
κοιλία	Noun-F
πορεία	Noun-F
πολυτελής	Adjective
δισχίλιοι	Adjective
Ἑβραῖος	Adjective
μέτειμι	Verb
ἐξελαύνω	Verb
ἀποβάλλω	Verb
κῦμα	Noun-N
Μακεδονία	Noun-F
θεραπεία	Noun-F
κτῆσις	Noun-F
ἅπαξ	Adverb
φρουρά	Noun-F
ἤπειρος	Noun-F
μόριον	Noun-N
δίς	Adverb
θεράπων	Noun-M
ἐγκαλέω	Verb
Αἰτωλός	Noun-M
γνωρίζω	Verb
μεστός	Adjective
ἀνδρεῖος	Adjective
Κροῖσος	Noun-M
βιόω	Verb
αὐτοκράτωρ	Noun-M
Σαούλ	Noun-M
αἰσθητός	Adjective
ἐπιγίγνομαι	Verb
τόλμα	Noun-F
πανταχοῦ	Adverb
δῆτα	Adverb
ἀποπέμπω	Verb
εἴδωλον	Noun-N
Ἰωνάθης	Noun-M
λέξις	Noun-F
ὑπόθεσις	Noun-F
μάχαιρα	Noun-F
Ἰωάννης	Noun-M
κατατίθημι	Verb
πρεσβευτής	Noun-M
ἀπιστέω	Verb
περιίστημι	Verb
φονεύω	Verb
φιλάνθρωπος	Adjective
τύπτω	Verb
ἀντέχω	Verb
Ἀριστοτέλης	Noun-M
βίαιος	Adjective
αἰσχύνη	Noun-F
φυσικός	Adjective
συμπίπτω	Verb
μορφή	Noun-F
μαίνομαι	Verb
πρᾶος	Adjective
σοφιστής	Noun-M
κατορθόω	Verb
δύω	Verb
ἐπιτάσσω	Verb
Σκύθης	Noun-M
ἑβδομήκοντα	Adjective
βοή	Noun-F
ἀδίκημα	Noun-N
Θῆβαι	Noun-F
στενός	Adjective
δέκατος	Adjective
φυγάς	Noun-M
ἦμαρ	Noun-N
ἀστήρ	Noun-M
ἁμάρτημα	Noun-N
παροξύνω	Verb
αἰδέομαι	Verb
τρυφή	Noun-F
ὑποτίθημι	Verb
Ἀννίβας	Noun-M
Ααρων	Noun-M
ἀποδέχομαι	Verb
τίμιος	Adjective
ἄπορος	Adjective
στέλλω	Verb
μαρτύριον	Noun-N
χρησμός	Noun-M
στεφανόω	Verb
ἐνίστημι	Verb
ἐπιστέλλω	Verb
ἀνάθημα	Noun-N
ἀριστερός	Adjective
διέξειμι	Verb
Σίμων	Noun-M
Αἴας	Noun-M
συχνός	Adjective
ἀλλόφυλος	Adjective
Σπαρτιάτης	Noun-M
ἐπιχώριος	Adjective
ἀξίωμα	Noun-N
ἀπολαύω	Verb
θρασύς	Adjective
προδίδωμι	Verb
σύνεσις	Noun-F
διάγω	Verb
χεῖλος	Noun-N
καθεύδω	Verb
Καρχηδών	Noun-F
παρίημι	Verb
φιλοτιμία	Noun-F
αἰδώς	Noun-F
οἰκουμένη	Noun-F
αἵρεσις	Noun-F
Μοῦσα	Noun-F
πλόος	Noun-M
ταῦρος	Noun-M
δυναστεία	Noun-F
Ἔρως	Noun-M
ἀποστερέω	Verb
περιοράω	Verb
ὑποδέχομαι	Verb
πεῖρα	Noun-F
Σύλλας	Noun-M
διάθεσις	Noun-F
ἀοιδή	Noun-F
πλήσσω	Verb
γνήσιος	Adjective
ὅπη	Adverb
κἀν	Particle
ἔνδοξος	Adjective
δίχα	Adverb
μηνύω	Verb
ὅριον	Noun-N
φρόνιμος	Adjective
Φωκεύς	Noun-M
ὄλεθρος	Noun-M
Ἠλεῖος	Noun-M
ἄγνοια	Noun-F
μηχανή	Noun-F
ἐπιβουλή	Noun-F
τεύχω	Verb
χιλιάς	Noun-F
σιωπάω	Verb
ὄντως	Adverb
οὐδέποτε	Adverb
μέμφομαι	Verb
ἄλλοτε	Adverb
ἀφανής	Adjective
αἴξ	Noun-M
ἐγκαταλείπω	Verb
ἐμπίμπρημι	Verb
ἑκούσιος	Adjective
ἐπιλαμβάνω	Verb
ἐκτείνω	Verb
βασίλειον	Noun-N
ναυμαχία	Noun-F
Ιωσηφ	Noun-M
ἀφορμή	Noun-F
νῶτον	Noun-N
μήποτε	Adverb
ἀποβαίνω	Verb
ἀληθινός	Adjective
κοῦφος	Adjective
δραχμή	Noun-F
παραβάλλω	Verb
καταγιγνώσκω	Verb
συντρίβω	Verb
μάντις	Noun-M
χιτών	Noun-M
παραλείπω	Verb
διακρίνω	Verb
Ἀρκάς	Noun-M
ἄπιστος	Adjective
στερεός	Adjective
μνᾶ	Noun-F
ἀμφισβητέω	Verb
θόρυβος	Noun-M
φρούριον	Noun-N
ποιμήν	Noun-M
ἔγκλημα	Noun-N
πρεσβεύω	Verb
ῥήγνυμι	Verb
παίω	Verb
κόιλος	Adjective
χάραξ	Noun-M
Μιθραδάτης	Noun-M
ἐπιλέγω	Verb
τραῦμα	Noun-N
ἀσκέω	Verb
ἔξοδος	Noun-F
Λακεδαίμων	Noun-F
ἀκρόπολις	Noun-F
κέρδος	Noun-N
σύνοιδα	Verb
ἐπιτήδευμα	Noun-N
ὑπερέχω	Verb
στήλη	Noun-F
μαλακός	Adjective
βάθος	Noun-N
ἐνδίδωμι	Verb
πλάσσω	Verb
Τροία	Noun-F
ἐκλέγω	Verb
πλάτος	Noun-N
στῆθος	Noun-N
σωτήρ	Noun-M
Θεμιστοκλῆς	Noun-M
ὀρέγω	Verb
τρισχίλιοι	Adjective
σχολή	Noun-F
ἐνδύω	Verb
ἄφρων	Adjective
Λευίτης	Noun-M
θέατρον	Noun-N
ὑπάγω	Verb
Θεσσαλός	Noun-M
στερέω	Verb
πότος	Noun-M
δημοκρατία	Noun-F
ἄδηλος	Adjective
κηρύσσω	Verb
ἑταίρα	Noun-F
ἔχθρα	Noun-F
παραβαίνω	Verb
ἀπόδειξις	Noun-F
Πελοποννήσιος	Noun-M
Ἀσσύριος	Noun-M
παρρησία	Noun-F
Λυδός	Noun-M
στολή	Noun-F
ἐπινοέω	Verb
τετρακόσιοι	Adjective
ἄχθομαι	Verb
ἔργω	Verb
χέω	Verb
κτῆνος	Noun-N
ἠέ	Conjunction
ἑτοιμάζω	Verb
οἴκαδε	Adverb
ἀναμιμνήσκω	Verb
διπλόος	Adjective
ἄνθος	Noun-N
συνέχω	Verb
λοιδορέω	Verb
αἰώνιος	Adjective
μέγαρον	Noun-N
τοσόσδε	Pronoun
τραχύς	Adjective
ἀποδιδράσκω	Verb
χῶρος	Noun-M
Βορέας	Noun-M
ἔφοδος	Noun-M
Ἴλιος	Noun-N
τοῖος	Adjective
ἐξελέγχω	Verb
ἀναπαύω	Verb
φόρος	Noun-M
κορυφή	Noun-F
καλύπτω	Verb
διίστημι	Verb
περιπίπτω	Verb
ἱκετεύω	Verb
Τίτος	Noun-M
συναγωγή	Noun-F
προσβάλλω	Verb
τῇδε	Pronoun
ῥώννυμι	Verb
ὄπισθεν	Adverb
ἐπιγιγνώσκω	Verb
Λυκοῦργος	Noun-M
συγγνώμη	Noun-F
προβάλλω	Verb
ἀπαιτέω	Verb
κλύω	Verb
μῖσος	Noun-N
παντοδαπός	Adjective
πένθος	Noun-N
ὗς	Noun-M
φθονέω	Verb
πήγνυμι	Verb
ἀργύρεος	Adjective
ἐθίζω	Verb
γέλως	Noun-M
ἐπιλήθω	Verb
φλόξ	Noun-F
ἐξίστημι	Verb
ἐραστής	Noun-M
τιτρώσκω	Verb
ἐφεξῆς	Adverb
πανταχόθεν	Adverb
Ὄλυμπος	Noun-M
σύγκλητος	Adjective
ποθέω	Verb
ζημία	Noun-F
κακόω	Verb
ἐκχέω	Verb
φιλοσοφέω	Verb
κριός	Noun-M
ἐπιβολή	Noun-F
Ῥόδιος	Noun-M
χαρά	Noun-F
ὁτιοῦν	Pronoun
πρέσβις	Noun-M
συνοικέω	Verb
περιγίγνομαι	Verb
διατριβή	Noun-F
δόλος	Noun-M
διάστημα	Noun-N
ἁρμονία	Noun-F
προκαλέω	Verb
θαυμάσιος	Adjective
ἐξαίρω	Verb
ἀξιόλογος	Adjective
δαιμόνιον	Noun-N
ὑπήκοος	Adjective
ἔγχος	Noun-N
λούω	Verb
ὁμιλέω	Verb
Κόρινθος	Noun-F
διαρπάζω	Verb
καθήκω	Verb
ἄνωθεν	Adverb
κατέρχομαι	Verb
κατηγορία	Noun-F
λῃστής	Noun-M
ὄρνυμι	Verb
ἕξις	Noun-F
Ἀγησίλαος	Noun-M
ἄστρον	Noun-N
ψεῦδος	Noun-N
ἐγγίγνομαι	Verb
στρατοπεδεύω	Verb
φαντασία	Noun-F
ζηλόω	Verb
ἐναργής	Adjective
ἐσθλός	Adjective
ὀδούς	Noun-M
Ἀγρίππας	Noun-M
εὐεργεσία	Noun-F
κέντρον	Noun-N
κόπτω	Verb
ἴσχω	Verb
εἴσω	Adverb
στασιάζω	Verb
ὄνος	Noun-M
εἰσοράω	Verb
φοιτάω	Verb
ἀλκή	Noun-F
μισθόφορος	Adjective
Βροῡτος	Noun-M
νήπιος	Adjective
σπείρω	Verb
Φαραώ	Noun-M
ἀπειλέω	Verb
ὑγιαίνω	Verb
Μεσσήνιος	Noun-M
Εὐρώπη	Noun-F
στοιχεῖον	Noun-N
ὑγίεια	Noun-F
φωνέω	Verb
φθορά	Noun-F
δουλεία	Noun-F
φήμη	Noun-F
ἀκόλουθος	Adjective
θοός	Adjective
συλλογισμός	Noun-M
Νεῖλος	Noun-M
Ἰορδάνης	Noun-M
δαμάζω	Verb
ὄνειρος	Noun-M
συνέδριον	Noun-N
ἐλευθερόω	Verb
ἔσω	Adjective
ἐπίπεδος	Adjective
ὠφέλιμος	Adjective
ῥητορικός	Adjective
πρόσταγμα	Noun-N
δάκτυλος	Noun-M
Ὠκεανός	Noun-M
γείτων	Noun-M
κόμη	Noun-F
νοητός	Adjective
Περικλῆς	Noun-M
παράνομος	Adjective
διαδέχομαι	Verb
δοκιμάζω	Verb
ταπεινόω	Verb
ἕκτος	Adjective
Κάτων	Noun-M
ἐπιδίδωμι	Verb
τόσος	Adjective
ἄργυρος	Noun-M
πόρος	Noun-M
πιθανός	Adjective
ἐννοέω	Verb
χρώς	Noun-M
παντοῖος	Adjective
εὐρύς	Adjective
φορά	Noun-F
ξηρός	Adjective
στρέφω	Verb
περιτίθημι	Verb
μανία	Noun-F
θησαυρός	Noun-M
Λεύκιος	Noun-M
Ὀλυμπία	Noun-F
ἄθλιος	Adjective
Μάρκος	Noun-M
δειλός	Adjective
παρατάσσω	Verb
συγγραφεύς	Noun-M
σύγκειμαι	Verb
ἐκφεύγω	Verb
καθέζω	Verb
παραιτέω	Verb
τρέχω	Verb
ἀγγέλλω	Verb
ὑμνέω	Verb
πωλέω	Verb
Ἀττική	Noun-F
Ὑρκανός	Noun-M
αὐχήν	Noun-M
αὐλός	Noun-M
ἀκμή	Noun-F
ἀναγγέλλω	Verb
πίμπλημι	Verb
διαγιγνώσκω	Verb
ἐπερωτάω	Verb
τέρπω	Verb
μένος	Noun-N
ἐννέα	Adjective
ὄφις	Noun-M
ἔννοια	Noun-F
ἀτιμάζω	Verb
Χίος	Noun-M
οὔτις	Adverb
ὀνειδίζω	Verb
προσποιέω	Verb
ὀκνέω	Verb
ἐξευρίσκω	Verb
ἐπίκειμαι	Verb
κατεσθίω	Verb
πορθέω	Verb
χωρίζω	Verb
θρίξ	Noun-F
συγγένεια	Noun-F
ὁμολογία	Noun-F
μερίς	Noun-F
Ἰβηρία	Noun-F
ἐνδείκνυμι	Verb
ἀσθένεια	Noun-F
μεθίημι	Verb
διαφυλάσσω	Verb
τύπος	Noun-M
γέλοιος	Adjective
Παῦλος	Noun-M
οὐδέτερος	Adjective
ἄμπελος	Noun-F
ἥμερος	Adjective
μετέωρος	Adjective
Σαλωμών	Noun-M
Ἑλένη	Noun-F
χρῶμα	Noun-N
πέραν	Adverb
ὠθέω	Verb
δράκων	Noun-M
ῥώμη	Noun-F
μηχανάομαι	Verb
Ξενοφῶν	Noun-M
κρίμα	Noun-N
συμπόσιον	Noun-N
ἡσυχάζω	Verb
γνῶσις	Noun-F
διορίζω	Verb
ῥίζα	Noun-F
μεταδίδωμι	Verb
ἐμπειρία	Noun-F
ὑγιής	Adjective
ἀπολογία	Noun-F
μόσχος	Noun-M
ἴχνος	Noun-N
σύμβολον	Noun-N
ἀπωθέω	Verb
σωφρονέω	Verb
κλέπτω	Verb
παράπαν	Adverb
κατανοέω	Verb
ἀνόητος	Adjective
κλίνω	Verb
πρεσβεία	Noun-F
Ἀρχέλαος	Noun-M
ὑποστρέφω	Verb
προσεύχομαι	Verb
περίοδος	Noun-F
σιτίον	Noun-N
ἀποφέρω	Verb
συμμείγνυμι	Verb
εἰσακούω	Verb
ὁμιλία	Noun-F
ἀπεργάζομαι	Verb
ἀπώλεια	Noun-F
ἀνομία	Noun-F
κιβωτός	Noun-F
θέμις	Noun-F
ἀφοράω	Verb
παιδάριον	Noun-N
αὐτόματος	Adjective
πόθος	Noun-M
καθαίρω	Verb
πόσις	Noun-M
σφάλλω	Verb
ἔλεγχος	Noun-M
ψιλός	Adjective
δημιουργός	Noun-M
σκιά	Noun-F
Ἰώσηπος	Noun-M
μνηστήρ	Noun-M
ἄφθονος	Adjective
τροπή	Noun-F
πιέζω	Verb
σκληρός	Adjective
ἐφοράω	Verb
ὑστεραῖος	Adjective
νεφέλη	Noun-F
ἄσμενος	Adjective
ἀπόρρητος	Adjective
πορίζω	Verb
εὐφροσύνη	Noun-F
ἀπόστασις	Noun-F
διπλάσιος	Adjective
μέλι	Noun-N
διεξέρχομαι	Verb
ῥεῦμα	Noun-N
δημοτικός	Adjective
τάλας	Adjective
Κελτός	Noun-M
λόχος	Noun-M
δειπνέω	Verb
πονηρία	Noun-F
πρόσοδος	Noun-F
οὐράνιος	Adjective
Ἑλλήσποντος	Noun-M
θήρα	Noun-F
ἐπικρατέω	Verb
σέβω	Verb
συνουσία	Noun-F
Ἀριστόβουλος	Noun-M
ἀγάπη	Noun-F
κριτής	Noun-M
ἄκρατος	Adjective
ἀξία	Noun-F
Ἰαὼ	Verb
δανείζω	Verb
αἰθήρ	Noun-M
λήγω	Verb
ἄρκτος	Noun-F
εὐδοκιμέω	Verb
γέρας	Noun-N
νύκτωρ	Adverb
ἐγκρατής	Adjective
πότε	Adverb
θώραξ	Noun-M
ἑξακόσιοι	Adjective
πλεονεξία	Noun-F
παραμένω	Verb
θέω	Verb
οἴκοι	Adverb
ἐνδεής	Adjective
πιπράσκω	Verb
ὠνέομαι	Verb
κράζω	Verb
κυκλόω	Verb
ἐπιφαίνω	Verb
ἔρις	Noun-F
χιλίαρχος	Noun-M
συνοράω	Verb
ἀπογιγνώσκω	Verb
παράγω	Verb
ῥομφαία	Noun-F
Πρίαμος	Noun-M
στρατηγία	Noun-F
Ἀπολλώνιος	Noun-M
ἐξαμαρτάνω	Verb
μνῆμα	Noun-N
ἐγγράφω	Verb
οὗ	Adverb
δυσχεραίνω	Verb
ἀνάλογος	Adjective
κόρος	Noun-M
βάσανος	Noun-F
ὀγδοήκοντα	Adjective
μάτην	Adverb
βραχίων	Noun-M
ὀδύνη	Noun-F
ἐπιτιμάω	Verb
γάλα	Noun-N
δήμαρχος	Noun-M
παίζω	Verb
νότος	Noun-M
πρωί	Adverb
ὄγκος	Noun-M
τεῦχος	Noun-N
πτωχός	Adjective
ἀποκρύπτω	Verb
θαῦμα	Noun-N
ὑπέχω	Verb
σύμβουλος	Noun-M
περιμένω	Verb
Κρόνος	Noun-M
ἀποτίθημι	Verb
φροντίς	Noun-F
Σκιπίων	Noun-M
βύβλος	Noun-F
ἀσέβεια	Noun-F
ἄρειος	Adjective
μῆλον	Noun-N
ἀποικία	Noun-F
ὑπεναντίος	Adjective
ἀγορεύω	Verb
πληθύνω	Verb
ναίω	Verb
τάφρος	Noun-F
ἀπαίρω	Verb
μηρός	Noun-M
ἀποχωρέω	Verb
Ὀλυμπιάς	Noun-F
διατάσσω	Verb
ὀσμή	Noun-F
ὑπηρέτης	Noun-M
ἱππικός	Adjective
ὁστισοῦν	Pronoun
νέφος	Noun-N
ὁμώνυμος	Adjective
ποιητικός	Adjective
σκέλος	Noun-N
κλίνη	Noun-F
σφάζω	Verb
συγγράφω	Verb
ἁμαρτωλός	Adjective
κυβερνήτης	Noun-M
ἀποβλέπω	Verb
θήρ	Noun-M
πενία	Noun-F
πεντακισχίλιοι	Adjective
εὐνή	Noun-F
καταπλέω	Verb
τυφλός	Adjective
ζημιόω	Verb
χρῆσις	Noun-F
προσδέω	Verb
ἀπάτη	Noun-F
Μιλήσιος	Noun-M
ᾗπερ	Conjunction
κληρονομέω	Verb
Ἀτρείδης	Noun-M
ὄνειδος	Noun-N
Πειραιεύς	Noun-M
διαμαρτάνω	Verb
θέα	Noun-F
Πόντος	Noun-M
νιν	Pronoun
ἕλκος	Noun-N
ἀπόκρισις	Noun-F
Εὐφράτης	Noun-M
ἄρτιος	Adjective
ἐπιφάνεια	Noun-F
ἀετός	Noun-M
σάλπιγξ	Noun-F
νομοθετέω	Verb
σάββατον	Noun-N
μονάς	Noun-F
ἀνδριάς	Noun-M
ποίησις	Noun-F
Εὐριπίδης	Noun-M
ἄγαν	Adverb
Σόλων	Noun-M
ὁπότερος	Pronoun
χειρόω	Verb
ἐνίοτε	Adverb
εὐτυχέω	Verb
ῥάβδος	Noun-F
κληρονομία	Noun-F
ὠκύς	Adjective
Ἀλεξανδρεία	Noun-F
σιωπή	Noun-F
ἐκεῖσε	Adverb
δυνάστης	Noun-M
Δημήτηρ	Noun-F
ἐγγίζω	Verb
Κλεομένης	Noun-M
κάτειμι	Verb
δωρέω	Verb
διαλαμβάνω	Verb
εἴκω	Verb
ἀργός	Adjective
ἐνεργέω	Verb
φιλανθρωπία	Noun-F
προοράω	Verb
ἀποπλέω	Verb
περιπατέω	Verb
ἐρημία	Noun-F
σκοπός	Noun-M
μιαίνω	Verb
Λεια	Noun-F
ὡσεί	Adverb
μετατίθημι	Verb
Τηλέμαχος	Noun-M
Γαλιλαία	Noun-F
ἄκρον	Noun-N
παιδιά	Noun-F
μερίζω	Verb
δακρύω	Verb
μηδέποτε	Adverb
Ἀττικός	Adjective
μελετάω	Verb
προπέμπω	Verb
ἰώ	Interjection
ἐκπλέω	Verb
Πάτροκλος	Noun-M
σατράπης	Noun-M
Κάσσιος	Noun-M
ἐμμένω	Verb
πρόσκειμαι	Verb
ἰσθμός	Noun-M
παρουσία	Noun-F
Κύπρος	Noun-F
ὁπλίζω	Verb
ἁρπαγή	Noun-F
σταθμός	Noun-M
βλάβη	Noun-F
ἐναντιόω	Verb
μέθη	Noun-F
ζῆλος	Noun-M
συγγίγνομαι	Verb
νόσημα	Noun-N
ἐμποιέω	Verb
εὐτυχία	Noun-F
δυσχερής	Adjective
παράταξις	Noun-F
βλώσκω	Verb
γεύω	Verb
τείνω	Verb
ἐλλείπω	Verb
ἐπάνω	Adverb
καθίημι	Verb
Σύρος	Noun-M
βεβαιόω	Verb
ἀκροάομαι	Verb
προφέρω	Verb
ζυγόν	Noun-M
δέησις	Noun-F
κομιδῇ	Adverb
ὑπεροράω	Verb
εὐεργέτης	Noun-M
εὔνοος	Adjective
βασανίζω	Verb
εὐσεβής	Adjective
δίφρος	Noun-M
ἀμήχανος	Adjective
Γαλάτης	Noun-M
δισσός	Adjective
γυμνάζω	Verb
ἄδεια	Noun-F
αἰνέω	Verb
ναύτης	Noun-M
ἀποτελέω	Verb
ἀπολέγω	Verb
δέμας	Noun-N
τοξότης	Noun-M
προέχω	Verb
πλησιάζω	Verb
γραμματεύς	Noun-M
κατακαίω	Verb
αἰνός	Adjective
ἐπιτηδεύω	Verb
ἐπιπίπτω	Verb
Αἰθίοψ	Noun-M
ἀσύμμετρος	Adjective
κατεργάζομαι	Verb
διανέμω	Verb
μεθύω	Verb
θεωρία	Noun-F
Λυσίας	Noun-M
τέμενος	Noun-N
ποίημα	Noun-N
ἐξηγέομαι	Verb
εὐπορέω	Verb
